"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201906052200","노원구","0.04","0.031","0.6","0.005","63","42"
"201906052300","노원구","0.04","0.026","0.6","0.005","66","46"
"201906060000","노원구","0.045","0.013","0.6","0.004","58","39"
"201906060100","노원구","0.043","0.011","0.6","0.004","45","34"
"201906060200","노원구","0.038","0.01","0.6","0.004","48","34"
"201906060300","노원구","0.018","0.019","0.5","0.004","51","33"
"201906060400","노원구","0.018","0.016","0.5","0.004","46","28"
"201906060500","노원구","0.019","0.013","0.5","0.004","45","29"
"201906060600","노원구","0.029","0.006","0.5","0.004","50","31"
"201906060700","노원구","0.027","0.009","0.5","0.004","53","29"
"201906060800","노원구","0.028","0.012","0.6","0.004","48","28"
"201906060900","노원구","0.03","0.019","0.6","0.005","54","32"
"201906061000","노원구","0.034","0.024","0.6","0.005","58","37"
"201906061100","노원구","0.033","0.032","0.6","0.005","110","43"
"201906061200","노원구","0.031","0.034","0.6","0.005","71","43"
"201906061300","노원구","0.033","0.032","0.6","0.005","65","43"
"201906061400","노원구","0.03","0.036","0.6","0.005","60","43"
"201906061500","노원구","0.023","0.044","0.6","0.005","61","41"
"201906061600","노원구","0.038","0.034","0.7","0.005","63","43"
"201906061700","노원구","0.035","0.029","0.6","0.005","69","46"
"201906061800","노원구","0.034","0.029","0.6","0.004","65","46"
"201906061900","노원구","0.019","0.043","0.6","0.004","67","48"
"201906062000","노원구","0.014","0.05","0.5","0.004","54","39"
"201906062100","노원구","0.01","0.047","0.4","0.003","46","38"
"201906062200","노원구","0.009","0.047","0.4","0.004","39","29"
"201906062300","노원구","0.006","0.048","0.4","0.003","35","24"
"201906070000","노원구","0.007","0.05","0.3","0.003","27","19"
"201906070100","노원구","0.006","0.051","0.3","0.003","24","17"
"201906070200","노원구","0.005","0.049","0.3","0.004","28","20"
"201906070300","노원구","0.004","0.051","0.3","0.003","23","16"
"201906070400","노원구","0.004","0.049","0.3","0.003","17","12"
"201906070500","노원구","0.005","0.051","0.3","0.003","11","6"
"201906070600","노원구","0.006","0.048","0.3","0.003","8","7"
"201906070700","노원구","0.008","0.048","0.3","0.003","6","5"
"201906070800","노원구","0.014","0.041","0.3","0.003","7","4"
"201906070900","노원구","0.016","0.041","0.4","0.003","7","7"
"201906071000","노원구","0.017","0.036","0.4","0.003","9","5"
"201906071100","노원구","0.011","0.042","0.4","0.003","8","9"
"201906071200","노원구","0.009","0.044","0.3","0.003","7","5"
"201906071300","노원구","0.007","0.045","0.3","0.003","9","3"
"201906071400","노원구","0.006","0.048","0.3","0.003","4","2"
"201906071500","노원구","0.006","0.047","0.3","0.003","4","2"
"201906071600","노원구","0.006","0.047","0.3","0.003","8","6"
"201906071700","노원구","0.005","0.048","0.3","0.003","6","1"
"201906071800","노원구","0.008","0.048","0.3","0.003","6","4"
"201906071900","노원구","0.009","0.048","0.3","0.003","6","1"
"201906072000","노원구","0.014","0.044","0.4","0.003","9","8"
"201906072100","노원구","0.028","0.032","0.5","0.003","","12"
"201906072200","노원구","0.016","0.038","0.4","0.003","18","12"
"201906072300","노원구","0.008","0.044","0.3","0.003","13","8"
"201906080000","노원구","0.019","0.03","0.4","0.003","16","11"
"201906080100","노원구","0.019","0.024","0.4","0.003","23","14"
"201906080200","노원구","0.012","0.034","0.3","0.003","16","12"
"201906080300","노원구","0.013","0.029","0.4","0.003","16","14"
"201906080400","노원구","0.011","0.026","0.3","0.003","18","12"
"201906080500","노원구","0.014","0.024","0.4","0.003","18","12"
"201906080600","노원구","0.016","0.019","0.4","0.003","19","12"
"201906080700","노원구","0.025","0.015","0.4","0.003","20","16"
"201906080800","노원구","0.026","0.016","0.4","0.003","29","18"
"201906080900","노원구","0.021","0.025","0.4","0.003","19","11"
"201906081000","노원구","0.016","0.033","0.4","0.003","20","13"
"201906081100","노원구","0.016","0.036","0.3","0.003","22","13"
"201906081200","노원구","0.015","0.041","0.3","0.003","17","8"
"201906081300","노원구","0.013","0.047","0.3","0.003","17","9"
"201906081400","노원구","0.012","0.052","0.3","0.003","22","13"
"201906081500","노원구","0.017","0.052","0.3","0.003","22","14"
"201906081600","노원구","0.02","0.053","0.4","0.003","22","14"
"201906081700","노원구","0.02","0.057","0.4","0.004","29","19"
"201906081800","노원구","0.018","0.062","0.4","0.003","38","18"
"201906081900","노원구","0.018","0.063","0.4","0.004","39","22"
"201906082000","노원구","0.02","0.06","0.5","0.005","33","22"
"201906082100","노원구","0.025","0.046","0.5","0.005","36","25"
"201906082200","노원구","0.039","0.027","0.6","0.004","38","28"
"201906082300","노원구","0.027","0.035","0.5","0.004","37","29"
"201906090000","노원구","0.025","0.032","0.6","0.004","34","27"
"201906090100","노원구","0.03","0.023","0.6","0.004","38","28"
"201906090200","노원구","0.022","0.027","0.5","0.004","36","27"
"201906090300","노원구","0.019","0.029","0.5","0.004","36","27"
"201906090400","노원구","0.017","0.025","0.5","0.004","34","27"
"201906090500","노원구","0.017","0.027","0.5","0.004","33","29"
"201906090600","노원구","0.014","0.028","0.5","0.004","33","26"
"201906090700","노원구","0.018","0.025","0.5","0.004","32","25"
"201906090800","노원구","0.019","0.027","0.5","0.004","30","23"
"201906090900","노원구","0.018","0.034","0.5","0.004","33","21"
"201906091000","노원구","0.02","0.038","0.5","0.004","31","23"
"201906091100","노원구","0.02","0.046","0.5","0.005","35","28"
"201906091200","노원구","0.021","0.051","0.5","0.005","36","29"
"201906091300","노원구","0.017","0.061","0.5","0.005","39","31"
"201906091400","노원구","0.013","0.069","0.5","0.005","41","33"
"201906091500","노원구","0.011","0.072","0.5","0.005","41","34"
"201906091600","노원구","0.013","0.07","0.5","0.005","39","33"
"201906091700","노원구","0.012","0.058","0.4","0.004","36","31"
"201906091800","노원구","0.01","0.057","0.4","0.004","32","26"
"201906091900","노원구","0.011","0.05","0.5","0.004","33","27"
"201906022000","도봉구","0.011","0.069","0.3","0.004","35","17"
"201906022100","도봉구","0.015","0.061","0.4","0.004","34","12"
"201906022200","도봉구","0.013","0.059","0.4","0.004","29","17"
"201906022300","도봉구","0.015","0.054","0.4","0.004","31","19"
"201906030000","도봉구","0.017","0.046","0.4","0.004","30","17"
"201906030100","도봉구","0.014","0.047","0.4","0.004","40","17"
"201906030200","도봉구","0.008","0.051","0.4","0.004","33","18"
"201906030300","도봉구","0.006","0.055","0.4","0.004","29","17"
"201906030400","도봉구","0.008","0.049","0.4","0.004","29","18"
"201906030500","도봉구","0.011","0.038","0.3","0.004","29","18"
"201906030600","도봉구","0.016","0.032","0.3","0.004","27","17"
"201906030700","도봉구","0.021","0.028","0.4","0.004","28","15"
"201906030800","도봉구","0.026","0.024","0.4","0.004","38","18"
"201906030900","도봉구","0.028","0.026","0.5","0.004","40","24"
"201906031000","도봉구","0.033","0.028","0.5","0.005","48","25"
"201906031100","도봉구","0.03","0.042","0.6","0.005","49","24"
"201906031200","도봉구","0.026","0.054","0.6","0.006","57","24"
"201906031300","도봉구","0.015","0.063","0.5","0.005","58","28"
"201906031400","도봉구","0.004","0.055","0.3","0.004","27","10"
"201906031500","도봉구","0.004","0.06","0.3","0.004","29","15"
"201906031600","도봉구","0.009","0.07","0.4","0.004","35","17"
"201906031700","도봉구","0.016","0.077","0.5","0.005","46","26"
"201906031800","도봉구","0.015","0.087","0.5","0.005","52","32"
"201906031900","도봉구","0.023","0.078","0.6","0.005","53","28"
"201906032000","도봉구","0.028","0.068","0.6","0.005","60","28"
"201906032100","도봉구","0.028","0.055","0.5","0.005","58","29"
"201906032200","도봉구","0.023","0.048","0.5","0.007","56","19"
"201906032300","도봉구","0.019","0.044","0.5","0.007","45","22"
"201906040000","도봉구","0.018","0.045","0.5","0.007","35","21"
"201906040100","도봉구","0.016","0.036","0.5","0.005","33","20"
"201906040200","도봉구","0.012","0.041","0.5","0.005","32","19"
"201906040300","도봉구","0.013","0.033","0.5","0.005","33","21"
"201906040400","도봉구","0.016","0.027","0.5","0.005","31","21"
"201906040500","도봉구","0.011","0.038","0.4","0.005","31","20"
"201906040600","도봉구","0.016","0.033","0.4","0.005","29","18"
"201906040700","도봉구","0.02","0.024","0.5","0.005","31","19"
"201906040800","도봉구","0.026","0.02","0.6","0.005","43","25"
"201906040900","도봉구","0.023","0.029","0.6","0.006","31","16"
"201906041000","도봉구","0.021","0.034","0.6","0.008","25","15"
"201906041100","도봉구","0.017","0.037","0.6","0.007","27","15"
"201906041200","도봉구","","","","","",""
"201906041300","도봉구","0.011","0.046","0.4","0.004","","8"
"201906041400","도봉구","0.01","0.047","0.3","0.004","28","10"
"201906041500","도봉구","0.009","0.051","0.3","0.003","28","12"
"201906041600","도봉구","0.011","0.053","0.3","0.004","37","18"
"201906041700","도봉구","0.009","0.046","0.3","0.004","34","20"
"201906041800","도봉구","0.006","0.038","0.3","0.003","21","11"
"201906041900","도봉구","0.012","0.032","0.4","0.003","28","12"
"201906042000","도봉구","0.017","0.025","0.4","0.003","31","17"
"201906042100","도봉구","0.017","0.022","0.4","0.003","32","20"
"201906042200","도봉구","0.011","0.028","0.3","0.003","35","21"
"201906042300","도봉구","0.011","0.027","0.3","0.003","29","23"
"201906050000","도봉구","0.007","0.033","0.3","0.003","32","25"
"201906050100","도봉구","0.005","0.037","0.3","0.003","27","23"
"201906050200","도봉구","0.008","0.028","0.3","0.003","35","22"
"201906050300","도봉구","0.008","0.023","0.3","0.003","39","27"
"201906050400","도봉구","0.006","0.027","0.3","0.003","35","23"
"201906050500","도봉구","0.008","0.021","0.3","0.003","41","29"
"201906050600","도봉구","0.012","0.018","0.3","0.003","47","37"
"201906050700","도봉구","0.01","0.02","0.3","0.002","52","41"
"201906050800","도봉구","0.012","0.018","0.3","0.003","59","41"
"201906050900","도봉구","0.013","0.019","0.4","0.003","59","41"
"201906051000","도봉구","0.012","0.022","0.4","0.003","56","39"
"201906051100","도봉구","0.017","0.027","0.4","0.003","55","43"
"201906051200","도봉구","0.024","0.032","0.5","0.003","61","42"
"201906051300","도봉구","0.031","0.047","0.6","0.003","76","56"
"201906051400","도봉구","0.022","0.066","0.5","0.003","74","38"
"201906051500","도봉구","0.016","0.082","0.4","0.003","70","38"
"201906051600","도봉구","0.014","0.099","0.4","0.003","94","58"
"201906051700","도봉구","0.014","0.082","0.4","0.004","80","38"
"201906051800","도봉구","0.015","0.076","0.4","0.004","73","45"
"201906051900","도봉구","0.016","0.071","0.4","0.004","69","40"
"201906052000","도봉구","0.02","0.061","0.5","0.003","69","43"
"201906052100","도봉구","0.026","0.047","0.5","0.004","69","43"
"201906052200","도봉구","0.027","0.042","0.5","0.004","91","61"
"201906052300","도봉구","0.028","0.033","0.5","0.004","88","58"
"201906060000","도봉구","0.026","0.032","0.6","0.004","73","59"
"201906060100","도봉구","0.022","0.028","0.5","0.003","81","56"
"201906060200","도봉구","0.017","0.029","0.4","0.003","68","53"
"201906060300","도봉구","0.011","0.033","0.4","0.003","73","52"
"201906060400","도봉구","0.012","0.029","0.4","0.003","72","59"
"201906060500","도봉구","0.013","0.027","0.6","0.003","102","82"
"201906060600","도봉구","0.015","0.025","0.6","0.003","112","94"
"201906060700","도봉구","0.016","0.02","0.5","0.003","101","76"
"201906060800","도봉구","0.02","0.021","0.6","0.003","117","93"
"201906060900","도봉구","0.023","0.028","0.7","0.003","88","71"
"201906061000","도봉구","0.024","0.037","0.6","0.004","92","65"
"201906061100","도봉구","0.027","0.033","0.7","0.004","89","59"
"201906061200","도봉구","0.029","0.034","0.7","0.004","86","60"
"201906061300","도봉구","0.028","0.036","0.7","0.004","85","60"
"201906061400","도봉구","0.033","0.038","0.8","0.004","98","66"
"201906061500","도봉구","0.031","0.039","0.7","0.004","88","59"
"201906061600","도봉구","0.028","0.039","0.7","0.003","79","53"
"201906061700","도봉구","0.027","0.04","0.6","0.003","89","62"
"201906061800","도봉구","0.024","0.039","0.6","0.003","98","76"
"201906061900","도봉구","0.018","0.045","0.6","0.003","91","68"
"201906062000","도봉구","0.014","0.046","0.5","0.003","76","57"
"201906062100","도봉구","0.009","0.052","0.5","0.003","54","34"
"201906062200","도봉구","0.008","0.057","0.4","0.003","43","26"
"201906062300","도봉구","0.005","0.059","0.4","0.002","37","25"
"201906070000","도봉구","0.004","0.059","0.4","0.002","31","16"
"201906070100","도봉구","0.004","0.06","0.4","0.003","28","16"
"201906070200","도봉구","0.003","0.059","0.4","0.003","28","18"
"201906070300","도봉구","0.003","0.062","0.4","0.003","17","12"
"201906070400","도봉구","0.003","0.064","0.4","0.002","18","9"
"201906070500","도봉구","0.004","0.06","0.3","0.002","15","8"
"201906070600","도봉구","0.004","0.061","0.3","0.003","17","6"
"201906070700","도봉구","0.007","0.056","0.3","0.003","14","5"
"201906070800","도봉구","0.008","0.055","0.3","0.002","16","8"
"201906070900","도봉구","0.012","0.052","0.4","0.003","12","6"
"201906071000","도봉구","0.012","0.05","0.4","0.003","18","4"
"201906071100","도봉구","0.013","0.048","0.4","0.003","17","4"
"201906071200","도봉구","0.01","0.051","0.4","0.003","14","4"
"201906071300","도봉구","0.009","0.053","0.4","0.003","16","6"
"201906071400","도봉구","0.007","0.056","0.3","0.003","15","4"
"201906071500","도봉구","0.007","0.057","0.3","0.003","21","5"
"201906071600","도봉구","0.007","0.057","0.3","0.003","11","6"
