year,reg_1,reg_2,metropolitan,pop,pop_under15,pop_15~64,pop_over65,age_mean,age_median,pop_c,distance_1,distance_2,distance_3,pop_c_m,pop_c_w,single_transit,walk,car,bus,bus_c,bus_e,metro,train,taxi,bicycle,etc,multi_transit,time_15,time_60~90,time_90~120,time_120,nc_car_dis,c_car_dis,pt_n,pt_c,trans_n,trans_tt,trans_wt
2015,경북,상주시,N,98760,10140,61750,26870,48.6,51.9,60056,44542,2497,619,32778,27278,59389,17718,22010,1744,1660,187,-,14,178,4507,11371,667,34543,972,219,189,34.8,156.3,6.3,38433,1.3,5.3,9.3
2015,경북,문경시,N,71863,8054,45483,18326,47.6,50.9,40315,30190,2599,589,22345,17970,39727,13545,17215,1681,1340,117,-,5,210,749,4865,588,21728,773,170,252,35,103.6,6.3,38433,1.3,5.3,9.3
2015,경북,경산시,N,278500,34552,209078,34870,39.4,38.9,158702,94270,9404,26506,91653,67049,151718,40383,71418,21794,10223,236,-,479,306,2521,4358,6984,50066,14011,2314,907,35.4,127.3,6.3,38433,1.3,5.3,9.3
2015,경북,군위군,N,22012,1342,12666,8004,54.2,58,13063,11697,585,328,7408,5655,12885,5577,4111,517,245,53,-,-,12,302,2068,178,7650,332,71,41,37.7,152.8,6.3,38433,1.3,5.3,9.3
2015,경북,의성군,N,51021,3372,28465,19184,54.9,58.8,31731,28433,1071,254,17185,14546,31372,11820,8422,717,469,104,-,25,25,657,9133,359,18856,635,84,67,35.2,131.1,6.3,38433,1.3,5.3,9.3
2015,경북,청송군,N,24732,1906,14623,8203,52.8,56.4,16775,15700,351,62,9001,7774,16682,7972,5357,516,180,51,-,-,12,133,2461,93,11673,130,65,12,36,133.1,6.3,38433,1.3,5.3,9.3
2015,경북,영양군,N,16781,1444,9676,5661,52.3,56,11008,10437,209,26,5903,5105,10918,4919,3640,246,203,8,-,4,28,135,1735,90,8029,105,11,11,35.6,122.6,6.3,38433,1.3,5.3,9.3
2015,경북,영덕군,N,36539,3087,21183,12269,52.3,56,19855,18078,528,55,10868,8987,19693,8470,7538,657,490,55,-,4,25,451,2003,162,12920,305,25,34,37,106.9,6.3,38433,1.3,5.3,9.3
2015,경북,청도군,N,41596,2912,25305,13379,52.1,55.9,25658,21480,679,1470,13746,11912,25348,9632,8456,986,704,46,-,168,14,257,5085,310,14352,825,185,48,34.4,120.7,6.3,38433,1.3,5.3,9.3
2015,경북,고령군,N,34117,3402,22244,8471,47.8,50.3,18993,14688,443,3129,10853,8140,18696,5453,7893,1207,800,85,-,2,20,526,2710,297,9967,895,125,75,37.9,138.6,6.3,38433,1.3,5.3,9.3
2015,경북,성주군,N,41179,3386,26607,11186,49.7,53.2,24759,21753,873,1315,14081,10678,24339,7490,9581,653,496,74,-,-,18,881,5146,420,16761,819,146,76,36.9,134.6,6.3,38433,1.3,5.3,9.3
2015,경북,칠곡군,N,122462,19206,88461,14795,38.7,38.2,68114,37430,21379,4478,41372,26742,66626,16819,37552,2518,5937,151,-,423,137,554,2535,1488,29235,2854,631,333,36.9,155.3,6.3,38433,1.3,5.3,9.3
2015,경북,예천군,N,42702,3904,24287,14511,52,56.2,26383,23921,1203,147,14471,11912,26064,9156,9488,842,431,46,-,-,34,518,5549,319,16762,319,77,45,35.6,117.7,6.3,38433,1.3,5.3,9.3
2015,경북,봉화군,N,31628,2889,18451,10288,52.2,55.8,18746,17100,789,152,10376,8370,18587,8147,5965,830,247,46,-,13,24,329,2986,159,12179,265,49,62,35.3,115.8,6.3,38433,1.3,5.3,9.3
2015,경북,울진군,N,49387,5733,31375,12279,47.2,49.5,27529,23025,225,293,16188,11341,27196,10413,13386,970,644,10,-,-,65,388,1320,333,16734,274,64,35,36.9,110.6,6.3,38433,1.3,5.3,9.3
2015,경북,울릉군,N,8770,787,6173,1810,47.6,50.4,5725,5521,-,-,3494,2231,5687,3536,1355,454,55,-,-,-,16,1,270,38,3663,105,6,-,25.1,44,6.3,38433,1.3,5.3,9.3
2015,경남,진주시,N,349788,49044,253412,47332,40.2,41.1,204434,109302,26123,1784,114846,89588,199476,53551,93865,33198,6179,1301,-,99,738,4459,6086,4958,68832,10536,1433,947,36.4,139.6,6.9,43770,1.3,5.4,8.2
2015,경남,통영시,N,137208,20433,97183,19592,41.4,42.5,74195,39070,11374,409,43904,30291,72627,20324,27571,12100,9778,427,-,-,267,287,1873,1568,29047,3405,448,251,35.1,138.3,6.9,43770,1.3,5.4,8.2
2015,경남,사천시,N,113335,16139,76711,20485,42.9,43.7,63977,41028,9076,459,36779,27198,62755,18783,32088,3091,2980,1092,-,-,696,1029,2996,1222,30277,2103,474,276,36.4,132.3,6.9,43770,1.3,5.4,8.2
2015,경남,김해시,N,534124,89878,398996,45250,37.3,38.4,307973,160758,37033,37450,180964,127009,294540,75162,155661,31183,18820,1657,1107,88,917,3722,6223,13433,85967,25808,6691,1871,37.4,129.5,6.9,43770,1.3,5.4,8.2
2015,경남,밀양시,N,103069,10601,68584,23884,47.1,50.2,58307,43528,3189,2333,32408,25899,57079,16952,27826,3352,2149,153,-,590,208,1174,4675,1228,29833,2040,611,332,36,132.8,6.9,43770,1.3,5.4,8.2
2015,경남,거제시,N,261371,47519,194084,19768,36.3,36.6,152024,89521,2240,841,99528,52496,148120,40975,39277,9816,37801,321,-,-,220,12232,7478,3904,50831,2842,579,256,33.2,85,6.9,43770,1.3,5.4,8.2
2015,경남,양산시,N,297532,47517,218166,31849,38.8,39.8,166136,81583,4832,42338,97814,68322,152674,35028,81412,17983,10896,1211,1268,100,392,1478,2906,13462,51357,16143,4521,1194,36.5,147.9,6.9,43770,1.3,5.4,8.2
2015,경남,창원시,N,1059241,150339,798762,110140,39.4,40.6,604944,295789,45944,19997,359628,245316,586844,142428,288417,93466,38609,3125,38,263,2374,9019,9105,18100,167719,38407,6250,2473,35.1,119.1,6.9,43770,1.3,5.4,8.2
2015,경남,의창구,N,255200,33933,198018,23249,39,40.2,150873,74510,12105,2541,88783,62090,146303,33680,72390,23939,8713,816,-,73,551,2857,3284,4570,40104,8685,1312,654,,,6.9,43770,1.3,5.4,8.2
2015,경남,성산구,N,234908,35351,186973,12584,36.7,37.9,143795,74669,8149,3295,87447,56348,138840,36101,68226,17767,10861,726,15,92,454,3359,1239,4955,43569,7748,1605,474,,,6.9,43770,1.3,5.4,8.2
2015,경남,마산합포구,N,178945,20700,129417,28828,42.9,44.4,97921,48699,7154,1326,56614,41307,95898,27221,43887,17173,4554,435,6,18,463,627,1514,2023,29639,7241,1008,405,,,6.9,43770,1.3,5.4,8.2
2015,경남,마산회원구,N,208766,27868,155747,25151,40.8,42.3,117023,51478,15093,2075,68289,48734,113624,26178,54175,21176,7889,697,17,71,609,1028,1784,3399,27321,8136,1105,488,,,6.9,43770,1.3,5.4,8.2
2015,경남,진해구,N,181422,32487,128607,20328,38.5,39,95332,46433,3443,10760,58495,36837,92179,19248,49739,13411,6592,451,-,9,297,1148,1284,3153,27086,6597,1220,452,,,6.9,43770,1.3,5.4,8.2
2015,경남,의령군,N,27069,2279,15695,9095,51.9,55.4,14839,12949,1180,134,8226,6613,14606,5998,5354,478,373,69,-,-,59,594,1681,233,9011,408,82,40,36.8,151.2,6.9,43770,1.3,5.4,8.2
2015,경남,함안군,N,69355,9046,47061,13248,43.8,44.7,39094,26647,7899,444,22866,16228,38617,10744,20522,2150,1518,269,-,52,69,572,2721,477,18433,1426,252,92,38.9,82.6,6.9,43770,1.3,5.4,8.2
2015,경남,창녕군,N,61635,5805,39469,16361,48.5,51.6,34924,26891,2807,987,19828,15096,34316,11193,15904,923,1201,316,-,-,54,964,3761,608,20450,781,221,113,36.8,107.2,6.9,43770,1.3,5.4,8.2
2015,경남,고성군,N,53882,5693,34393,13796,47.7,50,30714,25065,4273,124,17326,13388,30456,11574,12912,1087,2318,225,-,-,75,520,1745,258,16193,896,155,67,35.8,123.7,6.9,43770,1.3,5.4,8.2
2015,경남,남해군,N,44248,3501,25621,15126,52.3,55.7,26868,23371,728,112,14124,12744,26619,14066,8049,976,712,77,-,-,40,125,2574,249,17550,367,82,94,35.2,126.1,6.9,43770,1.3,5.4,8.2
2015,경남,하동군,N,44918,4218,27043,13657,50.6,53.9,26210,22853,1235,740,14236,11974,25947,9303,10922,817,879,272,-,22,22,217,3493,263,14530,613,136,88,37,93.6,6.9,43770,1.3,5.4,8.2
2015,경남,산청군,N,34034,2989,19847,11198,51.8,55.4,19837,16835,1808,172,10867,8970,19602,9308,6745,618,385,267,-,-,39,250,1990,235,10733,629,117,117,38.8,159,6.9,43770,1.3,5.4,8.2
2015,경남,함양군,N,38454,4000,22618,11836,50.2,53.6,23146,21240,794,238,12091,11055,22950,10167,7617,790,402,102,-,-,32,414,3426,196,14141,323,73,62,35.9,97.9,6.9,43770,1.3,5.4,8.2
2015,경남,거창군,N,60464,7194,38423,14847,46.3,48.7,36906,33695,931,366,19997,16909,36548,12932,15298,1017,644,105,-,-,69,1405,5078,358,21508,520,82,108,33.1,142.6,6.9,43770,1.3,5.4,8.2
2015,경남,합천군,N,44797,3566,25136,16095,53.2,56.8,26097,23301,710,426,14017,12080,25769,10930,8964,1040,424,126,-,-,51,671,3563,328,15906,476,86,50,36,118.1,6.9,43770,1.3,5.4,8.2
2015,제주,제주시,N,451758,75038,321040,55680,38.9,39.7,281177,160465,12850,-,153175,128002,276030,60122,144741,43547,10498,1863,-,-,2006,1575,11678,5147,92974,15905,909,56,31.5,88.1,6.8,39568,1.2,3.5,9.3
2015,제주,서귀포시,N,153861,21852,104221,27788,42.9,44.3,99625,70639,6925,-,53272,46353,98160,21377,51246,8695,2553,2405,-,-,630,550,10704,1465,49417,5121,537,65,33.1,128.2,6.8,39568,1.2,3.5,9.3
