date,time,district,no2,o3,co,so2,pm10,pm2.5
2019-06-04,1200,영등포구,0.017,0.038,0.3,0.005,33,22
2019-06-04,1300,영등포구,0.013,0.036,0.3,0.005,27,25
2019-06-04,1400,영등포구,0.01,0.029,0.3,0.003,21,16
2019-06-04,1500,영등포구,0.012,0.027,0.2,0.004,24,21
2019-06-04,1600,영등포구,0.014,0.029,0.3,0.003,31,20
2019-06-04,1700,영등포구,0.015,0.028,0.3,0.003,35,26
2019-06-04,1800,영등포구,0.022,0.026,0.4,0.004,48,37
2019-06-04,1900,영등포구,0.021,0.018,0.4,0.003,42,30
2019-06-04,2000,영등포구,0.027,0.016,0.4,0.003,48,40
2019-06-04,2100,영등포구,0.02,0.018,0.4,0.003,27,23
2019-06-04,2200,영등포구,0.018,0.021,0.3,0.002,36,
2019-06-04,2300,영등포구,0.018,0.021,0.4,0.002,45,
2019-06-05,0,영등포구,0.015,0.024,0.3,0.002,43,34
2019-06-05,100,영등포구,0.006,0.034,0.3,0.002,41,36
2019-06-05,200,영등포구,0.006,0.034,0.3,0.002,40,32
2019-06-05,300,영등포구,0.012,0.027,0.6,0.003,46,38
2019-06-05,400,영등포구,0.006,0.033,0.3,0.002,41,36
2019-06-05,500,영등포구,0.005,0.03,0.3,0.002,56,44
2019-06-05,600,영등포구,0.008,0.026,0.3,0.002,58,51
2019-06-05,700,영등포구,0.019,0.019,0.4,0.002,64,54
2019-06-05,800,영등포구,0.028,0.013,0.5,0.002,75,49
2019-06-05,900,영등포구,0.029,0.013,0.5,0.002,72,53
2019-06-05,1000,영등포구,0.027,0.017,0.4,0.003,80,56
2019-06-05,1100,영등포구,0.032,0.018,0.4,0.003,77,53
2019-06-05,1200,영등포구,0.036,0.019,0.4,0.003,77,59
2019-06-05,1300,영등포구,0.04,0.029,0.4,0.004,84,60
2019-06-05,1400,영등포구,0.05,0.035,0.5,0.005,111,87
2019-06-05,1500,영등포구,0.038,0.039,0.5,0.005,91,67
2019-06-05,1600,영등포구,0.033,0.045,0.6,0.005,82,60
2019-06-05,1700,영등포구,0.03,0.048,0.6,0.004,69,48
2019-06-05,1800,영등포구,0.032,0.05,0.4,0.004,69,55
2019-06-05,1900,영등포구,0.042,0.047,0.8,0.003,106,71
2019-06-05,2000,영등포구,0.044,0.044,0.9,0.003,112,91
2019-06-05,2100,영등포구,0.035,0.039,0.5,0.003,83,62
2019-06-05,2200,영등포구,0.046,0.018,0.5,0.003,59,40
2019-06-05,2300,영등포구,0.043,0.01,0.4,0.003,44,32
2019-06-06,0,영등포구,0.043,0.011,0.4,0.003,44,37
2019-06-06,100,영등포구,0.017,0.025,0.4,0.003,45,34
2019-06-06,200,영등포구,0.009,0.027,0.3,0.002,37,27
2019-06-06,300,영등포구,0.011,0.022,0.3,0.002,,
2019-06-06,400,영등포구,0.016,0.019,0.4,0.002,48,31
2019-06-06,500,영등포구,0.02,0.013,0.5,0.002,50,44
2019-06-06,600,영등포구,0.026,0.007,0.4,0.002,49,41
2019-06-06,700,영등포구,0.025,0.008,0.4,0.002,58,49
2019-06-06,800,영등포구,0.033,0.007,0.5,0.003,68,54
2019-06-06,900,영등포구,0.045,0.01,0.6,0.003,86,64
2019-06-06,1000,영등포구,0.05,0.015,0.5,0.003,92,77
2019-06-06,1100,영등포구,0.048,0.02,0.5,0.004,94,73
2019-06-06,1200,영등포구,0.052,0.018,0.5,0.003,98,73
2019-06-06,1300,영등포구,0.051,0.024,0.6,0.003,98,73
2019-06-06,1400,영등포구,0.048,0.028,0.6,0.003,97,69
2019-06-06,1500,영등포구,0.061,0.005,0.7,0.003,127,77
2019-06-06,1600,영등포구,0.051,0.007,0.6,0.003,113,72
2019-06-06,1700,영등포구,0.054,0.01,1,0.003,110,81
2019-06-06,1800,영등포구,0.051,0.008,0.6,0.002,103,79
2019-06-06,1900,영등포구,0.038,0.026,0.6,0.002,98,73
2019-06-06,2000,영등포구,0.02,0.043,0.5,0.002,91,69
2019-06-06,2100,영등포구,0.013,0.046,0.4,0.002,52,43
2019-06-06,2200,영등포구,0.009,0.046,0.4,0.002,43,37
2019-06-06,2300,영등포구,0.008,0.042,0.4,0.002,46,37
2019-06-07,0,영등포구,0.005,0.043,0.3,0.002,34,30
2019-06-07,100,영등포구,0.003,0.051,0.3,0.002,29,25
2019-06-07,200,영등포구,0.001,0.051,0.2,0.002,,25
2019-06-07,300,영등포구,0,0.049,0.3,0.002,25,19
2019-06-07,400,영등포구,0,0.051,0.3,0.002,17,17
2019-06-07,500,영등포구,0,0.053,0.2,0.002,11,11
2019-06-07,600,영등포구,0.004,0.049,0.2,0.002,11,9
2019-06-07,700,영등포구,0.01,0.043,0.3,0.002,11,9
2019-06-07,800,영등포구,0.02,0.036,0.3,0.002,10,8
2019-06-07,900,영등포구,0.021,0.036,0.3,0.002,15,9
2019-06-07,1000,영등포구,0.032,0.026,0.4,0.002,20,13
2019-06-07,1100,영등포구,0.024,0.031,0.4,0.002,20,10
2019-06-07,1200,영등포구,0.018,0.038,0.3,0.002,20,9
2019-06-07,1300,영등포구,0.015,0.041,0.3,0.002,17,8
2019-06-07,1400,영등포구,0.008,0.042,0.3,0.002,18,13
2019-06-07,1500,영등포구,0.007,0.047,0.2,0.003,12,8
2019-06-07,1600,영등포구,0.008,0.046,0.3,0.003,13,10
2019-06-07,1700,영등포구,0.01,0.044,0.4,0.002,16,12
2019-06-07,1800,영등포구,0.009,0.044,0.3,0.003,14,13
2019-06-07,1900,영등포구,0.009,0.047,0.3,0.003,17,17
2019-06-07,2000,영등포구,0.011,0.048,0.2,0.003,21,18
2019-06-07,2100,영등포구,0.01,0.048,0.2,0.003,20,11
2019-06-07,2200,영등포구,0.018,0.038,0.4,0.002,17,16
2019-06-07,2300,영등포구,0.015,0.038,0.2,0.002,27,23
2019-06-08,0,영등포구,0.008,0.044,0.2,0.002,22,18
2019-06-08,100,영등포구,0.018,0.032,0.3,0.002,17,16
2019-06-08,200,영등포구,0.025,0.024,0.4,0.002,23,21
2019-06-08,300,영등포구,0.018,0.027,0.3,0.002,20,20
2019-06-08,400,영등포구,0.014,0.03,0.3,0.002,20,18
2019-06-08,500,영등포구,0.012,0.032,0.3,0.002,22,17
2019-06-08,600,영등포구,0.011,0.035,0.2,0.003,21,15
2019-06-08,700,영등포구,0.014,0.034,0.2,0.003,16,11
2019-06-08,800,영등포구,0.018,0.029,0.3,0.003,22,17
2019-06-08,900,영등포구,0.019,0.028,0.2,0.002,25,15
2019-06-08,1000,영등포구,0.017,0.03,0.2,0.002,29,13
2019-06-08,1100,영등포구,0.019,0.031,0.2,0.003,26,18
2019-06-08,1200,영등포구,0.019,0.036,0.2,0.003,29,18
2019-06-08,1300,영등포구,0.018,0.036,0.2,0.003,29,18
2019-06-08,1400,영등포구,0.023,0.038,0.3,0.003,32,18
2019-06-08,1500,영등포구,0.032,0.056,0.3,0.004,,
2019-06-08,1600,영등포구,0.026,0.064,0.3,0.003,,
2019-06-08,1700,영등포구,0.027,0.063,0.5,0.003,48,37
2019-06-08,1800,영등포구,0.019,0.056,0.4,0.004,43,40
2019-06-08,1900,영등포구,0.023,0.048,0.4,0.004,47,40
2019-06-08,2000,영등포구,0.023,0.045,0.4,0.003,28,14
2019-06-08,2100,영등포구,0.019,0.047,0.3,0.004,19,19
2019-06-08,2200,영등포구,0.03,0.039,0.4,0.003,30,20
2019-06-08,2300,영등포구,0.039,0.029,0.5,0.003,40,32
2019-06-09,0,영등포구,0.059,0.013,0.4,0.004,47,33
2019-06-09,100,영등포구,0.037,0.02,0.4,0.003,60,47
2019-06-09,200,영등포구,0.023,0.034,0.4,0.003,66,63
2019-06-09,300,영등포구,0.008,0.051,0.3,0.004,55,50
2019-06-09,400,영등포구,0.005,0.051,0.3,0.003,52,45
2019-06-09,500,영등포구,0.004,0.052,0.2,0.003,55,46
2019-06-09,600,영등포구,0.013,0.041,0.3,0.003,58,55
2019-06-09,700,영등포구,0.02,0.028,0.4,0.003,74,61
2019-06-09,800,영등포구,0.017,0.034,0.3,0.004,67,66
2019-06-09,900,영등포구,0.014,0.042,0.3,0.005,56,53
2019-06-09,1000,영등포구,0.009,0.05,0.3,0.005,41,30
2019-06-09,1100,영등포구,0.011,0.049,0.3,0.005,,31
2019-06-09,1200,영등포구,0.016,0.049,0.4,0.006,38,35
2019-06-09,1300,영등포구,0.021,0.047,0.4,0.006,46,39
2019-06-09,1400,영등포구,0.016,0.053,0.4,0.006,40,33
2019-06-09,1500,영등포구,0.017,0.054,0.3,0.005,39,31
2019-06-09,1600,영등포구,0.017,0.057,0.3,0.004,44,38
2019-06-09,1700,영등포구,0.019,0.049,0.5,0.004,47,35
2019-06-09,1800,영등포구,0.014,0.047,0.4,0.003,41,31
2019-06-09,1900,영등포구,0.011,0.047,0.4,0.003,27,23
2019-06-02,2000,용산구,0.028,0.064,0.4,0.003,24,16
2019-06-02,2100,용산구,0.033,0.054,0.4,0.003,27,19
2019-06-02,2200,용산구,0.03,0.053,0.4,0.003,22,16
2019-06-02,2300,용산구,0.036,0.037,0.4,0.002,21,14
2019-06-03,0,용산구,0.038,0.025,0.4,0.002,22,15
2019-06-03,100,용산구,0.033,0.027,0.4,0.002,20,12
2019-06-03,200,용산구,0.027,0.027,0.4,0.002,16,12
2019-06-03,300,용산구,0.029,0.021,0.4,0.002,17,12
2019-06-03,400,용산구,0.035,0.016,0.4,0.002,20,16
2019-06-03,500,용산구,0.036,0.014,0.5,0.002,21,19
2019-06-03,600,용산구,0.05,0.007,0.4,0.002,23,20
2019-06-03,700,용산구,0.047,0.008,0.5,0.003,24,18
2019-06-03,800,용산구,0.049,0.012,0.5,0.003,25,18
2019-06-03,900,용산구,0.054,0.015,0.6,0.003,32,20
2019-06-03,1000,용산구,0.047,0.029,0.6,0.003,30,19
2019-06-03,1100,용산구,0.045,0.038,0.6,0.004,30,16
2019-06-03,1200,용산구,0.045,0.047,0.6,0.004,31,18
2019-06-03,1300,용산구,0.031,0.059,0.4,0.005,42,24
2019-06-03,1400,용산구,0.029,0.05,0.3,0.003,29,18
2019-06-03,1500,용산구,0.021,0.062,0.3,0.003,22,17
2019-06-03,1600,용산구,0.024,0.074,0.4,0.003,29,19
2019-06-03,1700,용산구,0.024,0.082,0.4,0.003,38,24
2019-06-03,1800,용산구,0.032,0.083,0.5,0.004,40,27
2019-06-03,1900,용산구,0.037,0.085,0.4,0.003,46,30
2019-06-03,2000,용산구,0.041,0.077,0.5,0.003,45,33
2019-06-03,2100,용산구,0.069,0.041,0.5,0.004,46,34
2019-06-03,2200,용산구,0.074,0.02,0.6,0.005,43,32
2019-06-03,2300,용산구,0.037,0.033,0.4,0.004,29,21
2019-06-04,0,용산구,0.029,0.035,0.3,0.003,18,14
2019-06-04,100,용산구,0.024,0.031,0.4,0.003,17,15
2019-06-04,200,용산구,0.022,0.03,0.5,0.003,18,16
2019-06-04,300,용산구,0.025,0.025,0.6,0.003,20,13
2019-06-04,400,용산구,0.016,0.034,0.4,0.002,19,15
2019-06-04,500,용산구,0.025,0.026,0.4,0.002,20,16
2019-06-04,600,용산구,0.044,0.01,0.5,0.003,20,18
2019-06-04,700,용산구,0.05,0.006,0.6,0.003,25,20
2019-06-04,800,용산구,0.04,0.025,0.6,0.005,23,18
2019-06-04,900,용산구,0.031,0.033,0.5,0.005,17,12
2019-06-04,1000,용산구,0.032,0.033,0.5,0.006,17,13
2019-06-04,1100,용산구,0.031,0.035,0.4,0.004,18,11
2019-06-04,1200,용산구,0.03,0.046,0.3,0.004,22,14
2019-06-04,1300,용산구,0.024,0.053,0.4,0.005,23,16
2019-06-04,1400,용산구,0.025,0.039,0.3,0.004,19,12
2019-06-04,1500,용산구,0.021,0.04,0.3,0.005,18,11
2019-06-04,1600,용산구,0.021,0.036,0.3,0.005,17,13
2019-06-04,1700,용산구,0.035,0.028,0.3,0.005,22,18
2019-06-04,1800,용산구,0.031,0.026,0.3,0.005,26,21
2019-06-04,1900,용산구,0.027,0.021,0.3,0.004,24,17
2019-06-04,2000,용산구,0.039,0.013,0.4,0.003,23,20
2019-06-04,2100,용산구,0.033,0.013,0.4,0.003,27,20
2019-06-04,2200,용산구,0.036,0.011,0.5,0.003,18,15
2019-06-04,2300,용산구,0.037,0.01,0.5,0.003,20,19
2019-06-05,0,용산구,0.029,0.016,0.4,0.003,21,19
2019-06-05,100,용산구,0.017,0.026,0.4,0.003,19,19
2019-06-05,200,용산구,0.016,0.025,0.6,0.002,18,17
2019-06-05,300,용산구,0.013,0.019,0.4,0.002,17,17
2019-06-05,400,용산구,0.014,0.021,0.3,0.002,19,16
2019-06-05,500,용산구,0.015,0.02,0.4,0.003,19,15
2019-06-05,600,용산구,0.019,0.017,0.5,0.002,21,17
2019-06-05,700,용산구,0.026,0.015,0.4,0.002,27,19
2019-06-05,800,용산구,0.029,0.013,0.4,0.002,29,22
2019-06-05,900,용산구,0.033,0.013,0.5,0.003,34,25
2019-06-05,1000,용산구,0.035,0.017,0.5,0.002,35,26
2019-06-05,1100,용산구,0.036,0.024,0.6,0.003,35,25
2019-06-05,1200,용산구,0.044,0.028,0.5,0.003,37,26
2019-06-05,1300,용산구,0.047,0.036,0.5,0.003,41,26
2019-06-05,1400,용산구,0.055,0.053,0.5,0.003,47,31
2019-06-05,1500,용산구,0.072,0.05,0.6,0.005,66,45
2019-06-05,1600,용산구,0.064,0.047,0.7,0.005,68,50
2019-06-05,1700,용산구,0.056,0.054,0.7,0.006,58,43
2019-06-05,1800,용산구,0.067,0.043,0.6,0.005,54,39
2019-06-05,1900,용산구,0.065,0.041,0.6,0.005,50,37
2019-06-05,2000,용산구,0.07,0.041,0.7,0.005,54,41
2019-06-05,2100,용산구,0.059,0.041,0.7,0.005,59,44
2019-06-05,2200,용산구,0.056,0.027,0.6,0.005,47,38
2019-06-05,2300,용산구,0.061,0.007,0.5,0.005,36,28
2019-06-06,0,용산구,0.058,0.005,0.7,0.004,22,17
2019-06-06,100,용산구,0.038,0.018,0.5,0.003,23,17
2019-06-06,200,용산구,0.024,0.019,0.4,0.003,17,12
2019-06-06,300,용산구,0.022,0.016,0.4,0.003,15,11
2019-06-06,400,용산구,0.019,0.012,0.4,0.003,16,13
2019-06-06,500,용산구,0.021,0.009,0.5,0.003,19,15
2019-06-06,600,용산구,0.026,0.005,0.5,0.003,18,14
2019-06-06,700,용산구,0.034,0.005,0.6,0.003,21,14
2019-06-06,800,용산구,0.045,0.008,0.7,0.003,26,19
2019-06-06,900,용산구,0.049,0.012,0.7,0.004,44,32
2019-06-06,1000,용산구,0.052,0.02,0.6,0.004,48,36
2019-06-06,1100,용산구,0.058,0.017,0.6,0.004,54,40
2019-06-06,1200,용산구,0.06,0.018,0.7,0.004,51,38
2019-06-06,1300,용산구,0.048,0.032,0.6,0.005,56,41
2019-06-06,1400,용산구,0.046,0.037,0.6,0.005,53,39
2019-06-06,1500,용산구,0.05,0.034,0.6,0.004,55,42
2019-06-06,1600,용산구,0.064,0.016,0.7,0.003,62,46
2019-06-06,1700,용산구,0.062,0.013,0.7,0.003,69,50
2019-06-06,1800,용산구,0.055,0.021,0.7,0.003,63,44
2019-06-06,1900,용산구,0.034,0.036,0.6,0.003,68,53
2019-06-06,2000,용산구,0.031,0.042,0.5,0.003,55,45
2019-06-06,2100,용산구,0.016,0.053,0.4,0.003,39,35
2019-06-06,2200,용산구,0.013,0.051,0.4,0.003,33,26
2019-06-06,2300,용산구,0.012,0.047,0.4,0.002,31,23
2019-06-07,0,용산구,0.009,0.052,0.3,0.002,24,22
2019-06-07,100,용산구,0.009,0.056,0.3,0.002,19,15
2019-06-07,200,용산구,0.006,0.057,0.3,0.002,20,15
2019-06-07,300,용산구,0.005,0.057,0.3,0.002,17,14
2019-06-07,400,용산구,0.006,0.059,0.3,0.002,12,10
2019-06-07,500,용산구,0.006,0.063,0.3,0.002,8,5
2019-06-07,600,용산구,0.008,0.058,0.3,0.002,3,3
2019-06-07,700,용산구,0.011,0.056,0.3,0.002,3,2
2019-06-07,800,용산구,0.015,0.054,0.3,0.002,3,2
2019-06-07,900,용산구,0.019,0.052,0.3,0.002,3,4
2019-06-07,1000,용산구,0.023,0.045,0.4,0.002,3,1
2019-06-07,1100,용산구,0.02,0.045,0.4,0.002,4,2
2019-06-07,1200,용산구,0.015,0.049,0.3,0.002,3,3
2019-06-07,1300,용산구,0.014,0.049,0.3,0.002,3,2
2019-06-07,1400,용산구,0.01,0.055,0.3,0.002,3,1
2019-06-07,1500,용산구,0.008,0.058,0.3,0.002,3,2
2019-06-07,1600,용산구,0.008,0.056,0.3,0.002,3,2
2019-06-07,1700,용산구,0.008,0.057,0.3,0.002,3,1
2019-06-07,1800,용산구,0.009,0.058,0.3,0.002,3,2
2019-06-07,1900,용산구,0.012,0.057,0.3,0.002,3,1
2019-06-07,2000,용산구,0.011,0.059,0.3,0.002,4,3
2019-06-07,2100,용산구,0.017,0.041,0.3,0.002,7,6
2019-06-07,2200,용산구,0.02,0.041,0.4,0.002,7,5
2019-06-07,2300,용산구,0.015,0.047,0.3,0.002,7,3
2019-06-08,0,용산구,0.017,0.033,0.3,0.002,9,8
2019-06-08,100,용산구,0.016,0.027,0.4,0.002,10,5
2019-06-08,200,용산구,0.018,0.032,0.4,0.002,10,8
2019-06-08,300,용산구,0.016,0.028,0.4,0.002,14,8
2019-06-08,400,용산구,0.015,0.031,0.3,0.002,12,9
2019-06-08,500,용산구,0.016,0.033,0.3,0.002,10,8
2019-06-08,600,용산구,0.013,0.04,0.3,0.002,11,9
2019-06-08,700,용산구,0.017,0.035,0.3,0.002,9,8
2019-06-08,800,용산구,0.015,0.039,0.3,0.002,10,6
2019-06-08,900,용산구,0.017,0.04,0.3,0.002,11,10
2019-06-08,1000,용산구,0.021,0.04,0.3,0.002,16,11
2019-06-08,1100,용산구,0.022,0.043,0.3,0.003,16,9
2019-06-08,1200,용산구,0.016,0.054,0.3,0.003,16,10
2019-06-08,1300,용산구,0.016,0.058,0.3,0.002,17,7
2019-06-08,1400,용산구,0.022,0.057,0.3,0.002,22,10
2019-06-08,1500,용산구,0.034,0.057,0.3,0.002,19,8
2019-06-08,1600,용산구,0.064,0.049,0.5,0.004,28,21
2019-06-08,1700,용산구,0.053,0.064,0.4,0.004,39,27
2019-06-08,1800,용산구,0.046,0.064,0.4,0.004,32,26
2019-06-08,1900,용산구,0.041,0.052,0.5,0.005,31,20
2019-06-08,2000,용산구,0.031,0.052,0.4,0.005,21,18
2019-06-08,2100,용산구,0.028,0.045,0.4,0.004,15,12
2019-06-08,2200,용산구,0.026,0.037,0.5,0.003,19,16
2019-06-08,2300,용산구,0.029,0.03,0.5,0.003,22,18
2019-06-09,0,용산구,0.028,0.027,0.5,0.003,22,20
2019-06-09,100,용산구,0.05,0.012,0.7,0.003,24,23
2019-06-09,200,용산구,0.037,0.026,0.6,0.004,30,25
2019-06-09,300,용산구,0.017,0.046,0.5,0.004,35,30
2019-06-09,400,용산구,0.015,0.04,0.5,0.004,31,27
2019-06-09,500,용산구,0.014,0.043,0.5,0.004,31,25
2019-06-09,600,용산구,0.013,0.032,0.5,0.003,25,25
2019-06-09,700,용산구,0.028,0.024,0.5,0.003,27,25
2019-06-09,800,용산구,0.024,0.035,0.5,0.005,29,27
2019-06-09,900,용산구,0.029,0.035,0.5,0.006,32,31
2019-06-09,1000,용산구,0.02,0.056,0.5,0.006,24,23
2019-06-09,1100,용산구,0.022,0.061,0.4,0.006,22,20
2019-06-09,1200,용산구,0.021,0.067,0.4,0.005,22,21
2019-06-09,1300,용산구,0.023,0.074,0.5,0.005,24,21
2019-06-09,1400,용산구,0.027,0.076,0.5,0.005,30,28
2019-06-09,1500,용산구,0.028,0.073,0.5,0.005,31,29
2019-06-09,1600,용산구,0.028,0.068,0.4,0.004,29,28
2019-06-09,1700,용산구,0.023,0.064,0.4,0.003,25,23
2019-06-09,1800,용산구,0.022,0.062,0.4,0.003,22,22
2019-06-09,1900,용산구,0.022,0.049,0.4,0.003,23,19
2019-06-02,2000,은평구,0.018,0.075,0.3,0.004,36,18
2019-06-02,2100,은평구,0.029,0.052,0.3,0.004,35,18
2019-06-02,2200,은평구,0.028,0.048,0.3,0.004,44,21
2019-06-02,2300,은평구,0.025,0.044,0.3,0.004,32,21
2019-06-03,0,은평구,0.027,0.037,0.3,0.004,29,20
2019-06-03,100,은평구,0.023,0.037,0.3,0.004,26,15
2019-06-03,200,은평구,0.017,0.044,0.3,0.004,23,15
2019-06-03,300,은평구,0.019,0.04,0.3,0.004,28,18
2019-06-03,400,은평구,0.019,0.037,0.3,0.004,32,22
2019-06-03,500,은평구,0.02,0.034,0.3,0.004,23,19
2019-06-03,600,은평구,0.03,0.029,0.3,0.004,23,18
2019-06-03,700,은평구,0.043,0.021,0.4,0.004,34,19
2019-06-03,800,은평구,0.047,0.019,0.4,0.004,47,23
2019-06-03,900,은평구,0.052,0.019,0.5,0.004,47,26
2019-06-03,1000,은평구,0.042,0.035,0.4,0.004,36,21
2019-06-03,1100,은평구,0.04,0.048,0.6,0.006,51,24
2019-06-03,1200,은평구,0.037,0.054,0.4,0.005,54,20
2019-06-03,1300,은평구,0.015,0.066,0.3,0.005,50,20
2019-06-03,1400,은평구,0.009,0.061,0.2,0.004,31,15
2019-06-03,1500,은평구,0.011,0.067,0.2,0.004,25,15
2019-06-03,1600,은평구,0.02,0.083,0.3,0.004,,21
2019-06-03,1700,은평구,0.023,0.089,0.3,0.004,47,25
2019-06-03,1800,은평구,0.024,0.091,0.3,0.004,47,25
2019-06-03,1900,은평구,0.032,0.085,0.4,0.004,55,35
2019-06-03,2000,은평구,0.037,0.065,0.3,0.005,59,30
2019-06-03,2100,은평구,0.051,0.038,0.4,0.006,47,26
2019-06-03,2200,은평구,0.035,0.044,0.4,0.007,47,22
2019-06-03,2300,은평구,0.021,0.046,0.3,0.005,29,19
2019-06-04,0,은평구,0.022,0.04,0.3,0.005,32,22
2019-06-04,100,은평구,0.024,0.033,0.4,0.004,32,22
2019-06-04,200,은평구,0.019,0.035,0.3,0.004,21,21
2019-06-04,300,은평구,0.015,0.038,0.3,0.004,28,23
2019-06-04,400,은평구,0.014,0.037,0.3,0.004,,23
2019-06-04,500,은평구,0.018,0.039,0.3,0.004,26,16
2019-06-04,600,은평구,0.031,0.028,0.3,0.004,26,19
2019-06-04,700,은평구,0.04,0.02,0.4,0.005,37,26
2019-06-04,800,은평구,0.039,0.022,0.5,0.005,31,26
2019-06-04,900,은평구,0.03,0.034,0.4,0.006,28,16
2019-06-04,1000,은평구,0.029,0.037,0.5,0.008,28,19
2019-06-04,1100,은평구,0.026,0.041,0.3,0.005,27,15
2019-06-04,1200,은평구,0.025,0.054,0.4,0.006,33,23
2019-06-04,1300,은평구,0.018,0.052,0.3,0.005,32,20
2019-06-04,1400,은평구,0.017,0.05,0.2,0.005,23,20
2019-06-04,1500,은평구,0.018,0.05,0.2,0.005,33,19
2019-06-04,1600,은평구,0.023,0.054,0.3,0.005,,28
2019-06-04,1700,은평구,0.015,0.046,0.2,0.004,35,24
2019-06-04,1800,은평구,0.019,0.038,0.2,0.004,38,24
2019-06-04,1900,은평구,0.027,0.028,0.3,0.004,30,22
2019-06-04,2000,은평구,0.024,0.027,0.3,0.004,33,26
2019-06-04,2100,은평구,0.019,0.029,0.3,0.004,32,21
2019-06-04,2200,은평구,0.017,0.031,0.2,0.004,27,21
2019-06-04,2300,은평구,0.013,0.036,0.2,0.004,34,23
2019-06-05,0,은평구,0.01,0.042,0.2,0.004,,19
2019-06-05,100,은평구,0.007,0.045,0.2,0.004,29,18
2019-06-05,200,은평구,0.008,0.036,0.2,0.004,26,20
2019-06-05,300,은평구,0.008,0.034,0.2,0.004,28,20
2019-06-05,400,은평구,0.006,0.038,0.2,0.004,35,27
2019-06-05,500,은평구,0.009,0.033,0.3,0.004,38,31
2019-06-05,600,은평구,0.013,0.03,0.4,0.004,38,36
2019-06-05,700,은평구,0.012,0.028,0.3,0.004,39,35
2019-06-05,800,은평구,0.013,0.026,0.3,0.004,44,35
2019-06-05,900,은평구,0.021,0.022,0.3,0.004,61,41
2019-06-05,1000,은평구,0.02,0.026,0.3,0.004,59,42
2019-06-05,1100,은평구,0.031,0.03,0.4,0.004,72,48
2019-06-05,1200,은평구,0.035,0.037,0.4,0.004,72,50
2019-06-05,1300,은평구,0.03,0.053,0.4,0.004,76,50
2019-06-05,1400,은평구,0.033,0.068,0.3,0.004,97,59
2019-06-05,1500,은평구,0.025,0.091,0.4,0.005,104,68
2019-06-05,1600,은평구,0.029,0.074,0.4,0.005,99,60
2019-06-05,1700,은평구,0.027,0.07,0.5,0.005,78,53
2019-06-05,1800,은평구,0.027,0.066,0.4,0.005,71,53
2019-06-05,1900,은평구,0.036,0.06,0.4,0.005,76,47
2019-06-05,2000,은평구,0.05,0.048,0.5,0.005,75,52
2019-06-05,2100,은평구,0.056,0.038,0.5,0.005,93,64
2019-06-05,2200,은평구,0.043,0.028,0.4,0.005,66,64
2019-06-05,2300,은평구,0.025,0.039,0.4,0.004,51,37
2019-06-06,0,은평구,0.025,0.031,0.3,0.004,49,35
2019-06-06,100,은평구,0.018,0.031,0.3,0.004,35,31
2019-06-06,200,은평구,0.009,0.037,0.3,0.004,35,26
2019-06-06,300,은평구,0.01,0.03,0.3,0.004,33,26
2019-06-06,400,은평구,0.014,0.017,0.3,0.004,34,31
2019-06-06,500,은평구,0.013,0.02,0.3,0.004,36,31
2019-06-06,600,은평구,0.016,0.019,0.3,0.004,42,36
2019-06-06,700,은평구,0.024,0.012,0.4,0.004,47,47
2019-06-06,800,은평구,0.02,0.022,0.3,0.004,47,36
2019-06-06,900,은평구,0.033,0.02,0.4,0.004,57,36
2019-06-06,1000,은평구,0.032,,0.6,0.005,90,65
2019-06-06,1100,은평구,0.041,0.035,0.6,0.004,86,63
2019-06-06,1200,은평구,0.049,0.024,0.6,0.004,94,64
2019-06-06,1300,은평구,0.049,0.038,0.6,0.005,94,65
2019-06-06,1400,은평구,0.05,0.025,0.6,0.004,101,65
2019-06-06,1500,은평구,0.051,0.017,0.6,0.004,98,61
2019-06-06,1600,은평구,0.037,0.021,0.5,0.004,98,67
2019-06-06,1700,은평구,0.037,0.02,0.5,0.004,90,60
2019-06-06,1800,은평구,0.035,0.029,0.5,0.004,80,60
2019-06-06,1900,은평구,0.01,,0.3,0.004,80,37
2019-06-06,2000,은평구,0.01,0.074,0.3,0.004,52,35
2019-06-06,2100,은평구,0.013,0.053,0.4,0.004,50,40
2019-06-06,2200,은평구,0.006,0.066,0.3,0.004,,40
2019-06-06,2300,은평구,0.007,0.063,0.3,0.003,31,30
2019-06-07,0,은평구,0.006,0.064,0.2,0.004,25,23
2019-06-07,100,은평구,0.006,0.065,0.2,0.004,28,23
2019-06-07,200,은평구,0.005,0.064,0.2,0.004,25,20
2019-06-07,300,은평구,0.004,0.065,0.2,0.004,,20
2019-06-07,400,은평구,0.005,0.064,0.2,0.004,17,17
2019-06-07,500,은평구,0.006,0.064,0.2,0.004,9,10
2019-06-07,600,은평구,0.006,0.067,0.2,0.004,,12
2019-06-07,700,은평구,0.007,0.069,0.2,0.004,,10
2019-06-07,800,은평구,0.019,0.054,0.3,0.004,12,13
2019-06-07,900,은평구,0.024,0.047,0.3,0.004,,13
2019-06-07,1000,은평구,0.017,0.05,0.3,0.004,11,13
2019-06-07,1100,은평구,0.013,0.053,0.3,0.004,,18
2019-06-07,1200,은평구,0.011,0.055,0.3,0.004,11,9
2019-06-07,1300,은평구,0.011,0.056,0.3,0.004,9,9
2019-06-07,1400,은평구,0.008,0.061,0.3,0.004,16,9
2019-06-07,1500,은평구,0.01,0.059,0.2,0.004,13,10
2019-06-07,1600,은평구,0.009,0.059,0.2,0.004,13,9
